username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_301,2025-08-31 06:13:45+00:00,This is a sample tweet about Indian stock market #sensex,289,2404,219,user_452,"#sensex, #banknifty, #intraday",56,2912
user_364,2025-08-31 06:11:09+00:00,This is a sample tweet about Indian stock market #banknifty,197,671,309,user_34,"#banknifty, #intraday",59,1177
user_33,2025-08-31 06:10:54+00:00,This is a sample tweet about Indian stock market #sensex,463,836,347,"user_405, user_413, user_458","#nifty50, #sensex, #intraday",56,1646
user_238,2025-08-31 06:10:22+00:00,This is a sample tweet about Indian stock market #nifty50,76,573,435,"user_419, user_339","#intraday, #nifty50, #sensex",57,1084
user_230,2025-08-31 06:09:40+00:00,This is a sample tweet about Indian stock market #intraday,68,2166,135,user_167,"#banknifty, #sensex, #intraday",58,2369
user_317,2025-08-31 06:06:17+00:00,This is a sample tweet about Indian stock market #sensex,219,1408,36,user_484,"#sensex, #banknifty",56,1663
user_264,2025-08-31 06:05:33+00:00,This is a sample tweet about Indian stock market #sensex,154,1081,117,user_164,#nifty50,56,1352
user_83,2025-08-31 06:03:24+00:00,This is a sample tweet about Indian stock market #nifty50,396,1538,444,"user_263, user_311","#nifty50, #intraday",57,2378
user_306,2025-08-31 06:02:09+00:00,This is a sample tweet about Indian stock market #nifty50,166,1618,352,"user_455, user_267","#nifty50, #sensex",57,2136
user_56,2025-08-31 06:01:56+00:00,This is a sample tweet about Indian stock market #nifty50,840,1251,373,user_127,"#intraday, #nifty50",57,2464
user_445,2025-08-31 06:00:51+00:00,This is a sample tweet about Indian stock market #nifty50,80,2291,370,"user_211, user_37","#banknifty, #intraday",57,2741
user_133,2025-08-31 05:59:50+00:00,This is a sample tweet about Indian stock market #sensex,645,2796,312,"user_32, user_485",#banknifty,56,3753
user_191,2025-08-31 05:59:29+00:00,This is a sample tweet about Indian stock market #banknifty,118,1824,13,"user_173, user_185, user_318",#banknifty,59,1955
user_218,2025-08-31 05:58:37+00:00,This is a sample tweet about Indian stock market #nifty50,108,995,37,,#intraday,57,1140
user_56,2025-08-31 05:58:37+00:00,This is a sample tweet about Indian stock market #banknifty,592,2470,302,user_209,"#intraday, #banknifty",59,3364
user_463,2025-08-31 05:56:37+00:00,This is a sample tweet about Indian stock market #banknifty,539,1547,240,,"#nifty50, #banknifty",59,2326
user_120,2025-08-31 05:56:12+00:00,This is a sample tweet about Indian stock market #banknifty,780,2110,299,"user_352, user_238, user_103",#sensex,59,3189
user_477,2025-08-31 05:52:20+00:00,This is a sample tweet about Indian stock market #sensex,693,203,170,,"#banknifty, #sensex",56,1066
user_468,2025-08-31 05:52:06+00:00,This is a sample tweet about Indian stock market #intraday,82,2520,131,"user_399, user_146","#banknifty, #nifty50",58,2733
user_137,2025-08-31 05:51:31+00:00,This is a sample tweet about Indian stock market #banknifty,547,721,187,"user_3, user_419, user_395",#nifty50,59,1455
user_105,2025-08-31 05:51:13+00:00,This is a sample tweet about Indian stock market #intraday,424,1697,83,,"#banknifty, #sensex, #intraday",58,2204
user_30,2025-08-31 05:50:58+00:00,This is a sample tweet about Indian stock market #banknifty,358,1323,495,,#intraday,59,2176
user_75,2025-08-31 05:50:54+00:00,This is a sample tweet about Indian stock market #nifty50,911,2610,211,"user_419, user_21, user_126","#intraday, #banknifty, #sensex",57,3732
user_134,2025-08-31 05:49:03+00:00,This is a sample tweet about Indian stock market #sensex,643,876,265,,"#banknifty, #intraday, #nifty50",56,1784
user_164,2025-08-31 05:48:00+00:00,This is a sample tweet about Indian stock market #nifty50,506,1970,479,user_10,"#nifty50, #intraday",57,2955
user_421,2025-08-31 05:47:20+00:00,This is a sample tweet about Indian stock market #banknifty,521,1524,453,"user_184, user_119","#sensex, #nifty50, #intraday",59,2498
user_72,2025-08-31 05:46:30+00:00,This is a sample tweet about Indian stock market #sensex,363,1942,290,user_319,"#nifty50, #intraday",56,2595
user_327,2025-08-31 05:46:01+00:00,This is a sample tweet about Indian stock market #banknifty,718,2868,105,user_133,"#nifty50, #intraday",59,3691
user_395,2025-08-31 05:45:08+00:00,This is a sample tweet about Indian stock market #sensex,898,219,165,user_50,"#sensex, #banknifty",56,1282
user_430,2025-08-31 05:44:50+00:00,This is a sample tweet about Indian stock market #banknifty,53,2183,425,user_212,#intraday,59,2661
user_472,2025-08-31 05:44:47+00:00,This is a sample tweet about Indian stock market #banknifty,424,2471,326,"user_85, user_320, user_41","#banknifty, #sensex",59,3221
user_177,2025-08-31 05:44:39+00:00,This is a sample tweet about Indian stock market #banknifty,470,2789,316,user_200,#banknifty,59,3575
user_13,2025-08-31 05:43:18+00:00,This is a sample tweet about Indian stock market #intraday,110,2373,331,,"#nifty50, #intraday",58,2814
user_109,2025-08-31 05:43:09+00:00,This is a sample tweet about Indian stock market #banknifty,177,579,301,"user_135, user_165, user_440","#banknifty, #nifty50, #sensex",59,1057
user_216,2025-08-31 05:42:47+00:00,This is a sample tweet about Indian stock market #nifty50,994,1420,5,,"#nifty50, #intraday",57,2419
user_92,2025-08-31 05:42:40+00:00,This is a sample tweet about Indian stock market #banknifty,79,486,411,user_496,"#sensex, #banknifty, #nifty50",59,976
user_411,2025-08-31 05:42:23+00:00,This is a sample tweet about Indian stock market #intraday,762,224,401,,#intraday,58,1387
user_106,2025-08-31 05:42:14+00:00,This is a sample tweet about Indian stock market #banknifty,697,130,161,"user_67, user_54","#banknifty, #sensex",59,988
user_497,2025-08-31 05:42:13+00:00,This is a sample tweet about Indian stock market #sensex,755,2370,165,user_160,#sensex,56,3290
user_126,2025-08-31 05:41:39+00:00,This is a sample tweet about Indian stock market #intraday,125,1442,456,user_453,"#intraday, #sensex",58,2023
user_74,2025-08-31 05:41:24+00:00,This is a sample tweet about Indian stock market #nifty50,245,1797,226,,#nifty50,57,2268
user_483,2025-08-31 05:40:04+00:00,This is a sample tweet about Indian stock market #sensex,723,2094,3,"user_224, user_159",#nifty50,56,2820
user_295,2025-08-31 05:40:00+00:00,This is a sample tweet about Indian stock market #banknifty,261,969,26,user_124,"#sensex, #banknifty, #intraday",59,1256
user_374,2025-08-31 05:39:11+00:00,This is a sample tweet about Indian stock market #nifty50,310,386,487,"user_292, user_118, user_211","#nifty50, #sensex, #intraday",57,1183
user_383,2025-08-31 05:38:25+00:00,This is a sample tweet about Indian stock market #intraday,596,828,177,,#nifty50,58,1601
user_296,2025-08-31 05:37:54+00:00,This is a sample tweet about Indian stock market #nifty50,424,1584,27,,#nifty50,57,2035
user_131,2025-08-31 05:36:22+00:00,This is a sample tweet about Indian stock market #intraday,219,876,14,"user_397, user_102, user_413",#intraday,58,1109
user_156,2025-08-31 05:34:15+00:00,This is a sample tweet about Indian stock market #banknifty,579,2989,247,"user_73, user_347","#sensex, #intraday",59,3815
user_422,2025-08-31 05:32:21+00:00,This is a sample tweet about Indian stock market #intraday,28,1076,148,"user_29, user_436, user_439","#nifty50, #sensex, #banknifty",58,1252
user_54,2025-08-31 05:32:06+00:00,This is a sample tweet about Indian stock market #intraday,846,490,233,"user_319, user_265, user_251",#banknifty,58,1569
user_236,2025-08-31 05:31:50+00:00,This is a sample tweet about Indian stock market #intraday,784,1667,117,"user_316, user_230, user_219","#intraday, #banknifty",58,2568
user_53,2025-08-31 05:31:47+00:00,This is a sample tweet about Indian stock market #banknifty,536,1237,110,,"#nifty50, #sensex",59,1883
user_149,2025-08-31 05:28:45+00:00,This is a sample tweet about Indian stock market #nifty50,956,423,97,"user_16, user_16",#sensex,57,1476
user_279,2025-08-31 05:28:35+00:00,This is a sample tweet about Indian stock market #banknifty,51,872,124,"user_467, user_181, user_468","#nifty50, #intraday, #banknifty",59,1047
user_325,2025-08-31 05:28:25+00:00,This is a sample tweet about Indian stock market #sensex,370,1070,31,,"#intraday, #banknifty, #sensex",56,1471
user_312,2025-08-31 05:27:26+00:00,This is a sample tweet about Indian stock market #nifty50,856,1920,438,"user_306, user_426, user_342","#sensex, #nifty50",57,3214
user_394,2025-08-31 05:26:33+00:00,This is a sample tweet about Indian stock market #banknifty,711,1037,79,"user_254, user_42, user_19",#intraday,59,1827
user_466,2025-08-31 05:26:19+00:00,This is a sample tweet about Indian stock market #nifty50,923,2690,208,,"#intraday, #nifty50, #sensex",57,3821
user_257,2025-08-31 05:25:19+00:00,This is a sample tweet about Indian stock market #banknifty,254,966,365,user_144,"#banknifty, #intraday",59,1585
user_93,2025-08-31 05:23:43+00:00,This is a sample tweet about Indian stock market #nifty50,638,585,379,"user_164, user_3, user_191",#nifty50,57,1602
user_387,2025-08-31 05:23:34+00:00,This is a sample tweet about Indian stock market #intraday,703,1691,259,"user_172, user_95, user_344","#banknifty, #sensex, #nifty50",58,2653
user_23,2025-08-31 05:22:21+00:00,This is a sample tweet about Indian stock market #sensex,429,1314,291,user_43,"#intraday, #banknifty, #nifty50",56,2034
user_239,2025-08-31 05:21:33+00:00,This is a sample tweet about Indian stock market #banknifty,272,908,174,,"#intraday, #nifty50",59,1354
user_348,2025-08-31 05:20:42+00:00,This is a sample tweet about Indian stock market #nifty50,507,810,443,user_13,#intraday,57,1760
user_477,2025-08-31 05:19:27+00:00,This is a sample tweet about Indian stock market #sensex,674,1993,156,"user_347, user_112, user_468",#intraday,56,2823
user_476,2025-08-31 05:17:52+00:00,This is a sample tweet about Indian stock market #sensex,278,264,272,user_330,#nifty50,56,814
user_457,2025-08-31 05:16:38+00:00,This is a sample tweet about Indian stock market #intraday,329,425,324,"user_369, user_182, user_94",#intraday,58,1078
user_134,2025-08-31 05:14:45+00:00,This is a sample tweet about Indian stock market #nifty50,430,2660,47,user_303,#banknifty,57,3137
user_497,2025-08-31 05:13:56+00:00,This is a sample tweet about Indian stock market #sensex,468,2460,223,"user_216, user_385, user_27",#banknifty,56,3151
user_400,2025-08-31 05:12:32+00:00,This is a sample tweet about Indian stock market #sensex,644,2212,179,"user_435, user_157",#sensex,56,3035
user_44,2025-08-31 05:11:57+00:00,This is a sample tweet about Indian stock market #sensex,289,1895,0,,#banknifty,56,2184
user_176,2025-08-31 05:10:58+00:00,This is a sample tweet about Indian stock market #intraday,432,1420,436,"user_440, user_104","#intraday, #nifty50, #sensex",58,2288
user_417,2025-08-31 05:10:26+00:00,This is a sample tweet about Indian stock market #intraday,888,653,464,"user_400, user_163","#intraday, #banknifty, #sensex",58,2005
user_343,2025-08-31 05:10:21+00:00,This is a sample tweet about Indian stock market #sensex,268,537,344,user_454,#nifty50,56,1149
user_296,2025-08-31 05:10:16+00:00,This is a sample tweet about Indian stock market #sensex,327,2083,281,,#sensex,56,2691
user_175,2025-08-31 05:09:35+00:00,This is a sample tweet about Indian stock market #sensex,166,517,236,user_89,#banknifty,56,919
user_288,2025-08-31 05:09:24+00:00,This is a sample tweet about Indian stock market #banknifty,72,1236,11,"user_477, user_473, user_415",#intraday,59,1319
user_198,2025-08-31 05:07:52+00:00,This is a sample tweet about Indian stock market #nifty50,266,1136,448,"user_322, user_99","#nifty50, #sensex",57,1850
user_160,2025-08-31 05:06:30+00:00,This is a sample tweet about Indian stock market #banknifty,332,1194,463,user_39,"#banknifty, #nifty50",59,1989
user_411,2025-08-31 05:05:55+00:00,This is a sample tweet about Indian stock market #banknifty,913,499,44,,"#sensex, #nifty50",59,1456
user_471,2025-08-31 05:04:42+00:00,This is a sample tweet about Indian stock market #intraday,322,653,166,,"#intraday, #banknifty, #sensex",58,1141
user_73,2025-08-31 05:02:09+00:00,This is a sample tweet about Indian stock market #banknifty,528,1243,272,,"#banknifty, #nifty50, #sensex",59,2043
user_241,2025-08-31 05:01:29+00:00,This is a sample tweet about Indian stock market #nifty50,581,65,225,user_303,#sensex,57,871
user_474,2025-08-31 05:01:07+00:00,This is a sample tweet about Indian stock market #banknifty,470,2676,112,,"#banknifty, #nifty50",59,3258
user_350,2025-08-31 05:01:05+00:00,This is a sample tweet about Indian stock market #sensex,711,2930,42,"user_174, user_54","#banknifty, #intraday",56,3683
user_324,2025-08-31 05:00:57+00:00,This is a sample tweet about Indian stock market #banknifty,999,2402,342,,#sensex,59,3743
user_16,2025-08-31 05:00:32+00:00,This is a sample tweet about Indian stock market #sensex,123,706,243,user_9,#nifty50,56,1072
user_189,2025-08-31 04:59:46+00:00,This is a sample tweet about Indian stock market #nifty50,497,1425,412,"user_237, user_16, user_430","#nifty50, #banknifty, #sensex",57,2334
user_49,2025-08-31 04:59:31+00:00,This is a sample tweet about Indian stock market #sensex,303,2323,45,"user_99, user_343, user_362","#intraday, #sensex",56,2671
user_472,2025-08-31 04:59:04+00:00,This is a sample tweet about Indian stock market #intraday,604,1185,418,"user_114, user_119, user_257","#banknifty, #sensex",58,2207
user_481,2025-08-31 04:58:44+00:00,This is a sample tweet about Indian stock market #banknifty,170,2320,169,"user_291, user_362","#intraday, #nifty50",59,2659
user_429,2025-08-31 04:58:39+00:00,This is a sample tweet about Indian stock market #sensex,510,2655,432,,"#intraday, #nifty50",56,3597
user_115,2025-08-31 04:58:36+00:00,This is a sample tweet about Indian stock market #banknifty,390,740,360,,#sensex,59,1490
user_168,2025-08-31 04:57:54+00:00,This is a sample tweet about Indian stock market #nifty50,828,2649,205,,"#sensex, #banknifty, #intraday",57,3682
user_322,2025-08-31 04:56:43+00:00,This is a sample tweet about Indian stock market #nifty50,963,2441,44,"user_19, user_99","#sensex, #nifty50, #intraday",57,3448
user_402,2025-08-31 04:56:40+00:00,This is a sample tweet about Indian stock market #intraday,342,2580,395,"user_306, user_249, user_381",#nifty50,58,3317
user_387,2025-08-31 04:56:31+00:00,This is a sample tweet about Indian stock market #nifty50,62,1187,252,user_191,"#banknifty, #intraday, #nifty50",57,1501
user_105,2025-08-31 04:56:08+00:00,This is a sample tweet about Indian stock market #banknifty,544,2739,258,"user_389, user_129","#banknifty, #sensex, #intraday",59,3541
user_161,2025-08-31 04:55:41+00:00,This is a sample tweet about Indian stock market #nifty50,696,2224,265,"user_156, user_496",#sensex,57,3185
user_461,2025-08-31 04:53:55+00:00,This is a sample tweet about Indian stock market #sensex,822,2573,188,"user_418, user_88","#banknifty, #sensex",56,3583
user_48,2025-08-31 04:53:51+00:00,This is a sample tweet about Indian stock market #banknifty,257,111,42,,"#sensex, #banknifty",59,410
user_269,2025-08-31 04:53:13+00:00,This is a sample tweet about Indian stock market #banknifty,165,2195,161,user_461,#nifty50,59,2521
user_210,2025-08-31 04:52:12+00:00,This is a sample tweet about Indian stock market #banknifty,50,443,274,"user_155, user_473, user_50","#nifty50, #banknifty, #intraday",59,767
user_162,2025-08-31 04:51:50+00:00,This is a sample tweet about Indian stock market #nifty50,119,270,10,,"#banknifty, #sensex",57,399
user_469,2025-08-31 04:51:13+00:00,This is a sample tweet about Indian stock market #intraday,182,951,364,,"#nifty50, #intraday",58,1497
user_42,2025-08-31 04:49:01+00:00,This is a sample tweet about Indian stock market #intraday,98,525,52,user_237,"#sensex, #nifty50",58,675
